problem,num_obj,phase,iRVEA_R_IGD_mean,iRVEA_R_IGD_std,iNSGAIII_R_IGD_mean,iNSGAIII_R_IGD_std,iRVEA_R_HV_mean,iRVEA_R_HV_std,iNSGAIII_R_HV_mean,iNSGAIII_R_HV_std
DTLZ2,5,learning,0.715800361883364,0.5225741194244022,0.25427449937811775,0.14461584560303273,,,,
DTLZ2,5,decision,1.1694990239360852,1.1684546399174394,0.38343244805497634,0.4146841363733617,,,,
DTLZ2,6,learning,0.7428825841631636,0.4727638746688139,0.48870720809958645,0.22591131045359142,,,,
DTLZ2,6,decision,0.7883353919914882,0.640702254417572,0.4526600277567401,0.34227436651258114,,,,
DTLZ2,7,learning,0.8525147036671709,0.47490582979152574,0.49761351919249136,0.21886941787302858,,,,
DTLZ2,7,decision,1.4169117360867252,1.3351318299050918,0.7534062623376642,0.7518360608098766,,,,
DTLZ2,8,learning,0.8856687668109343,0.5730001495113672,0.5393567156884399,0.40350051686024224,,,,
DTLZ2,8,decision,1.1645903600246812,1.2206116622648713,0.4375884422023522,0.32160004437801304,,,,
DTLZ2,9,learning,0.7347816370380483,0.3667856898196839,0.5427523137386692,0.3608629780070067,,,,
DTLZ2,9,decision,0.8925068047490037,1.129589026124989,0.48083081439558495,0.33175324227220876,,,,
DTLZ3,3,learning,0.2246128576187706,0.39817405434379705,0.12799738406919753,0.05530398221595719,33.432497564895655,2.251720642559244,33.883093728766646,0.6200036342265117
DTLZ3,3,decision,0.1236947648470158,0.1823151264497142,0.08065979757183206,0.07383736783381147,25.05502111026195,1.6777287087647816,25.49790703611913,0.8334995951465854
DTLZ3,4,learning,0.26723210629715705,0.16508384993961636,0.25610762261053804,0.11674600412267293,,,,
DTLZ3,4,decision,0.2707421907031636,0.4447202730584353,0.17805344451220526,0.21247176858150746,,,,
DTLZ3,5,learning,0.40346723208647955,0.3641674887357005,0.46998932800704907,0.254056971493457,,,,
DTLZ3,5,decision,0.29488275812755294,0.47250891011873913,0.17730625269924988,0.16699498536249316,,,,
DTLZ3,6,learning,0.46121467977891617,0.20349138544167536,0.5045001100988091,0.20669526494611457,,,,
DTLZ3,6,decision,0.2915524419828011,0.07507268503912025,0.6028399560960084,0.5062817980608574,,,,
DTLZ3,7,learning,0.5220198841931716,0.18642680919848068,0.7940092292413213,0.36672946803057305,,,,
DTLZ3,7,decision,0.4153846755255912,0.20888571683834292,0.6368921936294678,0.6273076691483179,,,,
DTLZ3,8,learning,0.5001462880554286,0.20386709915159676,0.7752034126694748,0.3764377087926882,,,,
DTLZ3,8,decision,0.2624675620823854,0.14725852491962585,0.8414047434482972,0.5742587233019518,,,,
DTLZ3,9,learning,0.46362201475427994,0.13476062225695165,0.9755981099018604,0.4959501316670403,,,,
DTLZ3,9,decision,0.6072390394817152,0.6530514608520628,1.1823215454844305,0.7766084441283677,,,,
DTLZ4,3,learning,0.188616445581352,0.4476600568238498,0.056896895678530415,0.026472806328365225,32.44629244123572,1.945864169452753,33.110413828021265,0.4424144160515262
DTLZ4,3,decision,0.07928766088100102,0.06159942906673845,0.06640290172803916,0.04564848635876873,25.73573344411873,0.4716378614989228,25.956846747745967,0.5876675054257858
DTLZ4,4,learning,0.4202110471529068,0.7757392052108731,0.18491643415683154,0.1596501010808806,,,,
DTLZ4,4,decision,0.389117023282566,0.3974781324690347,0.3874584411943356,0.4066830991381211,,,,
DTLZ4,5,learning,0.39296198720276143,0.2312721122415839,0.35314101694238864,0.26441685124394904,,,,
DTLZ4,5,decision,0.6352885988201107,0.4336270069739893,0.6589177885147995,0.45714655887286043,,,,
DTLZ4,6,learning,0.714354730804055,0.29965107010678765,0.6907927683032122,0.2933980885638758,,,,
DTLZ4,6,decision,0.8047229772944172,0.3951771046394576,0.8130829016115042,0.4144092926389916,,,,
DTLZ4,7,learning,2.888616705896303,2.4224870295656658,0.6670355266096265,0.30415217270399475,,,,
DTLZ4,7,decision,1.442523075046914,1.1311397971906259,0.7791514031318402,0.4443622243543013,,,,
DTLZ4,8,learning,1.325421836484966,1.65705092410232,0.8916093530158724,0.36024788784625195,,,,
DTLZ4,8,decision,1.2139900897249811,0.970769825661146,0.903711338297566,0.4221998249447989,,,,
DTLZ4,9,learning,0.8828448757236791,0.2609162328839676,0.828549215973179,0.270419047792661,,,,
DTLZ4,9,decision,0.9668892649891093,0.42267201971015617,0.8125829983260305,0.4037541652401986,,,,
